id,workspace_id,user_id,twitter_id,text,source,retweet,geo,longitude,latitude,place_type,place_name,place_country_code,place_country,favorite_count,retweet_count,sentiment,possibly_sensitive,lang,posted_at,updated_at,created_at
8099,3,3,823895890498912258,"RT @NoticiasVenezue: Mel Gibson y Damien Chazelle, nominados al Óscar a Mejor director https://t.co/GrEzCKUlO5 https://t.co/ZukA89yxtR",Twitter for Android,true,false,,,,,,,0,1,,false,es,2017-01-24 14:11:02 +0000,2017-02-20 01:54:46 +0000,2017-02-20 01:54:45 +0000
8091,3,3,824466378350624768,"#NowPlaying Come and See Me (feat. Drake) by PARTYNEXTDOOR, Drake ♫ https://t.co/7q8PAtuma3",Spotify,false,false,,,,,,,0,0,,false,en,2017-01-26 03:57:57 +0000,2017-02-20 01:54:46 +0000,2017-02-20 01:54:45 +0000
8103,3,3,823558767799320576,"Conversaciones en el Comedor(23/01/17): Ya saben lo que dicen: cuando no hay tenedor, sale cuchara.",Twitter for Android,false,false,,,,,,,0,0,,false,es,2017-01-23 15:51:25 +0000,2017-02-20 01:54:46 +0000,2017-02-20 01:54:45 +0000
8105,3,3,823012710212399104,Just posted a photo https://t.co/HRuVvxV7IW,Instagram,false,false,,,,,,,0,0,,false,en,2017-01-22 03:41:35 +0000,2017-02-20 01:54:46 +0000,2017-02-20 01:54:46 +0000
8100,3,3,823371699341193216,#NowPlaying Sunny by Pat Martino ♫ https://t.co/PdmU0WgbLw,Spotify,false,false,,,,,,,0,0,,false,en,2017-01-23 03:28:05 +0000,2017-02-20 01:54:46 +0000,2017-02-20 01:54:46 +0000
8094,3,3,824437768063483905,"#NowPlaying Blended Family (What You Do For Love) by Alicia Keys, A$AP Rocky ♫ https://t.co/S0izuXtd4R",Spotify,false,false,,,,,,,0,0,,false,en,2017-01-26 02:04:15 +0000,2017-02-20 01:54:45 +0000,2017-02-20 01:54:45 +0000
8096,3,3,824738330101288963,RT @iMarialaura: Un tiro duele menos https://t.co/JLmLdhZrbh,Twitter for Android,true,false,,,,,,,0,461,,false,es,2017-01-26 21:58:35 +0000,2017-02-20 01:54:45 +0000,2017-02-20 01:54:45 +0000
8098,3,3,824147287643459584,I scored 13 on #HigherLowerGame. Can you beat that? via @HigherLowerGame https://t.co/aV76w3nAq1,Twitter Web Client,false,false,,,,,,,0,0,,false,en,2017-01-25 06:49:59 +0000,2017-02-20 01:54:45 +0000,2017-02-20 01:54:45 +0000
8102,3,3,823170584548876290,"Birdman, Whiplash y La La Land son de las mejores pelis de los últimos años, y las tres tienen mucho en común.",Twitter for Android,false,false,,,,,,,1,1,,false,es,2017-01-22 14:08:55 +0000,2017-02-20 01:54:46 +0000,2017-02-20 01:54:46 +0000
8106,3,3,823001017830805505,Patriots Day te llega bastante. Sientes dolor y angustia por cada cara que aparece en pantalla.,Twitter for Android,false,false,,,,,,,0,0,,false,es,2017-01-22 02:55:07 +0000,2017-02-20 01:54:46 +0000,2017-02-20 01:54:46 +0000
8108,3,3,823860481836380160,@lisalfonzo en ondirectv han pasado algunas cosas de AMC,Twitter for Android,false,false,,,,,,,0,0,,false,es,2017-01-24 11:50:20 +0000,2017-02-20 01:54:46 +0000,2017-02-20 01:54:45 +0000
9114,3,11,824436059769606144,RT @MagicRealismBot: You wake up and realise that you are made of prime numbers.,Twitter Web Client,true,false,,,,,,,0,326,,false,en,2017-01-26 01:57:28 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9116,3,11,824346427711225856,m1 cu3nt4 h4 1d0 h4ck34d4 por anonynomou,Twitter Web Client,false,false,,,,,,,1,0,,false,ht,2017-01-25 20:01:18 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9118,3,11,824344427246321664,Este sería @problemario si estudiara en Hogwarts https://t.co/W98Fd48liZ,Twitter Web Client,false,false,,,,,,,1,0,,false,es,2017-01-25 19:53:21 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9122,3,11,824004176367783937,"RT @freckleshobo: Palabras hirientes del día: ""no hay punto"".",Twitter Web Client,true,false,,,,,,,0,17,,false,es,2017-01-24 21:21:19 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9127,3,11,823679241048952832,RT @GalletaConCafe: El progreso se nos debe a los insatisfechos.,Twitter Web Client,true,false,,,,,,,0,1,,false,es,2017-01-23 23:50:08 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9119,3,11,824345995299475459,yo https://t.co/Za61dkheqS,Twitter Web Client,false,false,,,,,,,0,0,,false,und,2017-01-25 19:59:35 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9121,3,11,824006353148448768,we push and pull like magnets do.,Twitter Web Client,false,false,,,,,,,0,0,,false,en,2017-01-24 21:29:58 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9125,3,11,823845870802079745,RT @Ivaregi: Note to self: deja de poner puntos suspensivos y empieza a poner puntos finales.,Twitter Web Client,true,false,,,,,,,0,4,,false,es,2017-01-24 10:52:16 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9126,3,11,823713443442257920,"RT @ChristianLaya: Mandar un mail, dedicar 5 minutos en la clase o mandar un mensaje por aula virtual son algunas de las acciones que se ag…",Twitter Web Client,true,false,,,,,,,0,7,,false,es,2017-01-24 02:06:03 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9133,3,11,823361305763581952,RT @bsaspoetry: En @LetraMuertaED - «LOS FORAJIDOS DEL CANON Y OTROS POEMAS» ~ POR JUAN ARABIAhttps://t.co/WQoh7zPyfm … https://t.co/TO6i…,Twitter Web Client,true,false,,,,,,,0,4,,false,es,2017-01-23 02:46:47 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9132,3,11,823361635679162369,la promesa de un último café.,Twitter Web Client,false,false,,,,,,,3,0,,false,es,2017-01-23 02:48:05 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9130,3,11,823365768293322752,RT @ItsFoodPorn: Donuts https://t.co/gu3oQc6bEl,Twitter Web Client,true,false,,,,,,,0,782,,false,en,2017-01-23 03:04:31 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9138,3,11,823328105968336896,RT @TheSoundOfBot: Making the sound of sadness without drinking,Twitter Web Client,true,false,,,,,,,0,1,,false,en,2017-01-23 00:34:51 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9140,3,11,823262767708827648,¿A las cuántas semanas de trimestre es que uno imprime la planilla de retiro?,Twitter Web Client,false,false,,,,,,,3,4,,false,es,2017-01-22 20:15:13 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9148,3,11,823000364882493441,Ay igual saben que los amo @freckleshobo @vallha11a,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-22 02:52:32 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9154,3,11,823178164314787840,RT @vallha11a: ESTÁ SUCEDIENDO https://t.co/87DTsYMJH4,Twitter Web Client,true,false,,,,,,,0,1,,false,es,2017-01-22 14:39:02 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9117,3,11,824570322611531776,RT @Ronaldoffm: Necesito una terapia de sueño de como un mes entero.,Twitter Web Client,true,false,,,,,,,0,1,,false,es,2017-01-26 10:50:59 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9120,3,11,824238933106167810,Ayer me sentía Hardwired pero hoy creo que soy el Master of Puppets,Twitter Web Client,false,false,,,,,,,2,0,,false,es,2017-01-25 12:54:09 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9123,3,11,824003961363513348,"RT @caracas: Es complicado querer a una ciudad donde cualquiera que te pasa por el lado te parece sospechoso. Y no es paranoia, es vivir en…",Twitter Web Client,true,false,,,,,,,0,13,,false,es,2017-01-24 21:20:28 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9124,3,11,824003694119309313,Justo cuando me doy cuenta que olvidé un tema que vi el trimestre pasado (y que necesito para mi parcial de mañana)… https://t.co/JL8gWtMAix,Twitter Web Client,false,false,,,,,,,1,0,,false,es,2017-01-24 21:19:24 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9128,3,11,823672079782449153,"RT @juliomoncadav: Si tienen problemas con Moodle/aula virtual (registrarse, cambiar clave) pueden escribir a edumatica-dsm@usb.ve cc: @GEC…",Twitter Web Client,true,false,,,,,,,0,2,,false,es,2017-01-23 23:21:41 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9134,3,11,823357239515811840,@fckweirdo de mi no te escapasssssssssssssssssssssss,Twitter Web Client,false,false,,,,,,,2,1,,false,es,2017-01-23 02:30:37 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9141,3,11,823311665127100417,@LoLnasJ like por la número 1. Todavía me la sé,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-22 23:29:32 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9131,3,11,823713433887604736,"RT @ChristianLaya: Profesores, por consideración, a los estudiantes nos sería útil saber si acatarán o no el paro y sus debidas razones par…",Twitter Web Client,true,false,,,,,,,0,16,,false,es,2017-01-24 02:06:01 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9135,3,11,823655661682696192,"RT @xsrlobo: In USB, we don't say «de 9:30 a 11:30». Instead, we say «3-4», and that's profoundly beautiful.",Twitter for Android,true,false,,,,,,,0,26,,false,en,2017-01-23 22:16:27 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9143,3,11,823224458886385667,"RT @hectorres: Nunca hagas nada bajo el influjo del despecho. De esa persona te olvidarás, pero del ridículo que hiciste jamás.",Twitter Web Client,true,false,,,,,,,0,22,,false,es,2017-01-22 17:43:00 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9147,3,11,822999300758183936,"Split apart, spit it out",Twitter Web Client,false,false,,,,,,,0,0,,false,en,2017-01-22 02:48:18 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9145,3,11,823185271898390528,@CesvrBevts también te ganaste el trofeo de mi corazón,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-22 15:07:17 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9151,3,11,822996551089946624,Mi OTP imposible https://t.co/4XklT40XHM,Twitter Web Client,false,false,,,,,,,1,0,,false,en,2017-01-22 02:37:22 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9129,3,11,823655633002053632,RT @xsrlobo: En libro:Calcule la derivada de las siguientes expresiones1- x^22- x^3-x^4+ln((b+c)/x3- 2*xY sólo los impares tienen res…,Twitter for Android,true,false,,,,,,,0,10,,false,es,2017-01-23 22:16:20 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9137,3,11,823355991454523392,"RT @GECOUSB: Si te gusta escribir, este trimestre también tendremos sorpresas para ti ;-)",Twitter Web Client,true,false,,,,,,,0,2,,false,es,2017-01-23 02:25:40 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9139,3,11,823319822184357888,Sabes que algo anda raro cuando la respuesta a una pregunta (que deberían responderle a cualquiera) es: ¿se puede saber quién eres tú?,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-23 00:01:56 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9136,3,11,823354611432062980,"RT @GECOUSB: ¡Mañana! no te pierdas la primera PREPA de #Química2, bloque 3-4 en ENE-111. Nuestro preparador a cargo es @Elrabino1313 ¡llév…",Twitter Web Client,true,false,,,,,,,0,4,,false,es,2017-01-23 02:20:11 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9142,3,11,823225866469654528,"RT @JohelConH: No voy a reaccionar ante el llamado a ""la palabra por p"" voy a entrar en negación y seguir estudiando.",Twitter Web Client,true,false,,,,,,,0,6,,false,es,2017-01-22 17:48:36 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9144,3,11,823222208931758080,RT @GonzoHacker: It was the year 2017 and things had gone full cyberpunk https://t.co/gd7PCEBHZ2,Twitter Web Client,true,false,,,,,,,0,18503,,false,en,2017-01-22 17:34:03 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
9146,3,11,823000495816146945,A Mauro también pero no le digan,Twitter Web Client,false,false,,,,,,,1,0,,false,es,2017-01-22 02:53:03 +0000,2017-02-20 01:54:57 +0000,2017-02-20 01:54:57 +0000
10313,3,8,825479538465468416,FinalLa Guaira 4 - 1 Socopó,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 23:03:53 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10316,3,8,825476621146738689,#FutVeZulia 1 - 2 Estudiantes.Lara 1 - 0 JBL (en curso)La Guaira 4 - 0 Socopó (en curso),Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 22:52:17 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10311,3,8,825478544843223044,RT @Basket_Ven: Recuerdo que el 2017 debe haber elecciones federativas es decir deben haber elecciones para la FVB y para las Asociaciones…,Twitter Web Client,true,false,,,,,,,0,2,,false,es,2017-01-28 22:59:56 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10320,3,8,825406860220039169,Los Tigres han durado por la plata que le han metido y los titulos que tiene.Aragua FC no sera tan popular pero tiene una Copa y gente,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 18:15:05 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10319,3,8,825408240582270977,La vinotinto futbol ha fracasado pero su liga crece con buena proyeccion.El #basketVe esta arrasando pero la LPB esta en pico de zamuro,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 18:20:34 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10323,3,8,825406271612391425,"RT @44Jesteller: 10) 🏀 Pendientes con excusas que saldrán Ahora. Por ejemplo: Que hay prob con las visas de importados, que los Gym no está…",Twitter Web Client,true,false,,,,,,,0,13,,false,es,2017-01-28 18:12:45 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10332,3,8,825404993746382849,"RT @44Jesteller: 2) 🏀 En Estos momentos,la sit es Grave.Los $ están Parados pq el Gob está molesto por las cantidades solicitadas y el Uso…",Twitter Web Client,true,false,,,,,,,0,14,,false,es,2017-01-28 18:07:40 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10333,3,8,825404943926513666,"RT @44Jesteller: 1) 🏀 La #LPB es una Liga con demasiados problemas. Además de estar fuera de FIBA, su mayor problema es la mentira. Se mien…",Twitter Web Client,true,false,,,,,,,0,16,,false,es,2017-01-28 18:07:28 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10312,3,8,825478312004878336,"Bad Luck Renny VegaEs mas, yo lo hacia retirado y todo...",Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 22:59:00 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10314,3,8,825477273474187266,RT @MemesVen: Renny Vega demostrando el gran fichaje que es https://t.co/QxrBhNaCRh,Twitter Web Client,true,false,,,,,,,0,424,,false,es,2017-01-28 22:54:53 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10317,3,8,825407623952527362,Falta mas gerencia deportiva en este pais...,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 18:18:07 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10318,3,8,825407252089671680,"¿Que tiene Toros para ofrecer? No tiene titulos, su estadio es chiquito y se lo quieren llevar de Aragua (ha pasado, de hecho)",Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 18:16:38 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10321,3,8,825407008358674434,Incluso Aragua Voleibol Club despierta interes en la gente a pesar de que la liga de voleibol no es tan popular...,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 18:15:40 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10328,3,8,825405990501748742,"RT @44Jesteller: 5) 🏀 #Panteras no entrena, pq Abreu está al frente de la Sit con los $ y sabe q no hay.Después de leer esto puede ser q mo…",Twitter Web Client,true,false,,,,,,,0,16,,false,es,2017-01-28 18:11:38 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10324,3,8,825406215043833862,"RT @44Jesteller: 9) 🏀  La #LPB no está en muy malas condiciones para empezar el 24. No les extrañe un torneo sin obligación de importados,…",Twitter Web Client,true,false,,,,,,,0,14,,false,es,2017-01-28 18:12:31 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10326,3,8,825406123889012736,RT @44Jesteller: 7) 🏀 Pedro Infante es quien les ofreció la Gestión de los $. Abreu le reclamó que les habían ofrecido una parte para el ma…,Twitter Web Client,true,false,,,,,,,0,14,,false,es,2017-01-28 18:12:09 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10315,3,8,825476850017300480,"Y sí: Planeta FM transmite los juegos de La Guaira. Entonces, TODOS los equipos caraqueños en Primera tienen circuito radial. Gran avance",Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 22:53:12 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10325,3,8,825406148643811329,"RT @44Jesteller: 8) 🏀 Después de la Asamblea se reunieron, en privado, Infante,Carmelo y Abreu.Infante le respondió q no era su culpa, era…",Twitter Web Client,true,false,,,,,,,0,13,,false,es,2017-01-28 18:12:15 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10327,3,8,825479854770548737,"Ayer vinieron los CLAP. TODOS los productos eran mexicanos, incluyendo la harina de maiz.Esa es la Soberania Alimentaria...",Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 23:05:08 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10329,3,8,825405404737839104,"RT @44Jesteller: 4) 🏀 Abreu tiene un equipo, #Panteras de Miranda. Si hay liga, por qué ellos no están entrenando, no han firmado a nadie,…",Twitter Web Client,true,false,,,,,,,0,20,,false,es,2017-01-28 18:09:18 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10331,3,8,825406011460681729,"RT @44Jesteller: 6) 🏀 Ayer Fue la Asamblea General de la FVB. La #LPB tiene un cupo allí.Nunca asisten. Ayer fueron, pq sabían que iría Ped…",Twitter Web Client,true,false,,,,,,,0,13,,false,es,2017-01-28 18:11:43 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10322,3,8,825406592698941440,No se porque no me sorprende...https://t.co/GSofkjksst,Twitter Web Client,false,false,,,,,,,1,0,,false,es,2017-01-28 18:14:01 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10334,3,8,825404456686739456,Guaros ganó en la Liga de las Americas.Tachira eliminada de la Copa Libertadores.,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 18:05:32 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10336,3,8,825401946127364100,Y el estadio de humo de La Rinconada sigue siendo eso: #humo...,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 17:55:33 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10339,3,8,825397904122712071,"Los de Primera Division, obviamente....",Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 17:39:30 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10345,3,8,825389470056853505,Aragua FC ya no es aurirrojo. Es amarillo...Pero sus uniformes son...como describirlos...,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 17:05:59 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10347,3,8,825389702127693831,"RT @Gdealmeida: Después de tener una de las camisetas mejor elaboradas de la temporada pasada, el @AraguaFC presenta estos modelos. Muy feo…",Twitter Web Client,true,false,,,,,,,0,2,,false,es,2017-01-28 17:06:54 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
10341,3,8,825397458595434497,Aparentemente los juegos del Deportivo La Guaira seran transmitidos por Planeta FM. ¿Sera verdad?,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-28 17:37:43 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000
