id,workspace_id,user_id,twitter_id,text,source,retweet,geo,longitude,latitude,place_type,place_name,place_country_code,place_country,favorite_count,retweet_count,sentiment,possibly_sensitive,lang,posted_at,updated_at,created_at
22,2,1,830533395746800000,"The Answer Lies Within, Dream Teather #ost #ci3725 @jfuenmayor96",Twitter for Android,false,false,,,,,,,1,0,,false,en,2017-02-11 21:46:06 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
25,2,1,830531000480444000,RT @shutter_j: (Please RT?) Ladies: How often do you wear makeup?,Twitter for Android,true,false,,,,,,,0,26,,false,en,2017-02-11 21:36:35 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
27,2,1,830174626554769000,"Friday I'm in love, The Cure #ost #ci3725",Twitter for Android,false,false,,,,,,,2,0,,false,en,2017-02-10 22:00:29 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
29,2,1,830098644783264000,Palíndromos https://t.co/HLLL8qxkyh,Twitter for Android,false,false,,,,,,,0,3,,false,es,2017-02-10 16:58:34 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
30,2,1,830429587968520000,"Me llama la atención la programación, pero no creo que … — Cosas, seguro. Calificarlas de «grandes» es tarea de ot… https://t.co/F6QmLinTzT",Ask.fm,false,false,,,,,,,1,0,,false,es,2017-02-11 14:53:37 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
31,2,1,829853235733205000,"La Gazza Ladra (Overture), Rossini #ost #ci3725",Twitter Web Client,false,false,,,,,,,0,0,,false,it,2017-02-10 00:43:23 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
26,2,1,830232072220348000,RT @SciencePorn: https://t.co/DiP8q18lHa,Twitter for Android,true,false,,,,,,,0,1207,,false,und,2017-02-11 01:48:45 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
28,2,1,830083921085919000,...lentil dressing. https://t.co/8nZflRKdbb,Twitter for Android,false,false,,,,,,,1,0,,false,en,2017-02-10 16:00:03 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
32,2,1,829791336521949000,Needs bacon https://t.co/m37zQ717Ev,Twitter for Android,false,false,,,,,,,0,0,,false,en,2017-02-09 20:37:26 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
33,2,1,829747036421575000,¿ Que recomiendas para aprender programación orientada … — Aprender Programación Orientada a objetos No-Jerárquica… https://t.co/qZc09jtce8,Ask.fm,false,false,,,,,,,1,0,,false,es,2017-02-09 17:41:24 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
34,2,1,829850353441075000,MiniMe punteando en el cuatro la banda sonora de Sherlock (BBC)...,Twitter Web Client,false,false,,,,,,,1,1,,false,es,2017-02-10 00:31:56 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
36,2,1,830500150032396000,RT @9GAG: This is how Nopes arrive from hell.  https://t.co/i09WgZb3uW https://t.co/UO2R9soRvw,Twitter for Android,true,false,,,,,,,0,488,,false,en,2017-02-11 19:34:00 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
37,2,1,829668610020934000,"Today (Thu 9th Feb, 2017) is Pizza Day! https://t.co/6S6YnJUfID",Twitter Web Client,false,false,,,,,,,0,1,,false,en,2017-02-09 12:29:45 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
39,2,1,829648557321941000,"Rumble, Link Wray #ost #ci3725",Twitter for Android,false,false,,,,,,,0,0,,false,en,2017-02-09 11:10:04 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
42,2,1,829369094814184000,Hoy estudiamos Autómatas de Pila. Lean 7.1 y 7.2. ejercicios 7.1 hasta 7.11 #ci3725,Twitter for Android,false,false,,,,,,,1,0,,false,es,2017-02-08 16:39:35 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
38,2,1,829668319930245000,RT @MotherGothel23: Today is #NationalPizzaDay 🍕❤️😍🙌🏼 Life is good!! @daysoftheyear @twinkiechan https://t.co/YxIj7M1CEh,Twitter Web Client,true,false,,,,,,,0,19,,false,en,2017-02-09 12:28:36 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
43,2,1,829346682546508000,RT @GMA: Retweet for donuts. 🍩 ￼ https://t.co/uBeWMz1xeV,Twitter for Android,true,false,,,,,,,0,142,,false,en,2017-02-08 15:10:32 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
35,2,1,829680244227502000,RT @slaxz: El mejor titular de sucesos es y será por siempre «Abatido 'El Merengada'»,Twitter Web Client,true,false,,,,,,,0,21,,false,es,2017-02-09 13:15:59 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
40,2,1,829460425582510000,Bangsung https://t.co/XmCiEPUetE,Twitter for Android,false,false,,,,,,,0,0,,false,in,2017-02-08 22:42:30 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
49,2,1,829133120150630000,"Profesor, cuál es su opinión sobre los colegas de la UC… — No tengo opinión. Nunca he trabajado con alguien que co… https://t.co/36EqrqI0nU",Ask.fm,false,false,,,,,,,0,0,,false,es,2017-02-08 01:01:55 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
60,2,1,828960029881557000,RT @fosdem: Video update: over 50% of talks have been released already https://t.co/5LveUDp6Q2,Twitter Web Client,true,false,,,,,,,0,40,,false,en,2017-02-07 13:34:07 +0000,2017-02-14 23:28:54 +0000,2017-02-14 23:28:54 +0000
62,2,1,828895835022836000,RT @ThePracticalDev: We're settling this once and for all,Twitter for Android,true,false,,,,,,,0,828,,false,en,2017-02-07 09:19:01 +0000,2017-02-14 23:28:54 +0000,2017-02-14 23:28:54 +0000
56,2,1,828981074235621000,Le agregué medio aguacate en rodajas... Hackcakes.https://t.co/kf3y5Hdzh3,Twitter Web Client,false,false,,,,,,,2,0,,false,es,2017-02-07 14:57:44 +0000,2017-02-14 23:28:54 +0000,2017-02-14 23:28:54 +0000
58,2,1,828981931190649000,"Thunderstruck, AC/DC (David Garrett, Live) #ost #ci3725",Twitter Web Client,false,false,,,,,,,1,0,,false,en,2017-02-07 15:01:08 +0000,2017-02-14 23:28:54 +0000,2017-02-14 23:28:53 +0000
63,2,1,828761765437641000,"RT @mgomezch: Holis.  Si leen esto y son preparadores del Departamento de Computación, escríbanme al DM para algo importante.",Twitter Web Client,true,false,,,,,,,0,4,,false,es,2017-02-07 00:26:17 +0000,2017-02-14 23:28:54 +0000,2017-02-14 23:28:54 +0000
65,2,1,828594202363703000,"RT @DilbertPics: Dilbert comic for Feb 6th, 2017 https://t.co/bTFUJSo8Bf https://t.co/XGuw4Zough",Twitter for Android,true,false,,,,,,,0,13,,false,en,2017-02-06 13:20:27 +0000,2017-02-14 23:28:54 +0000,2017-02-14 23:28:54 +0000
68,2,1,828421277010510000,Alt-pats are gone.,Twitter for Android,false,false,,,,,,,1,0,,false,en,2017-02-06 01:53:18 +0000,2017-02-14 23:28:54 +0000,2017-02-14 23:28:54 +0000
66,2,1,828557876071453000,"Freebird, Lynyrd Skynyrd #ost #ci3725",Twitter for Android,false,false,,,,,,,0,0,,false,cy,2017-02-06 10:56:06 +0000,2017-02-14 23:28:54 +0000,2017-02-14 23:28:54 +0000
41,2,1,829369936942334000,"Lean todo el Capítulo 4 excepto 4.6 antes de la clase del lunes, pero no lunes antes de la clase. La clase del lunes depende de eso. #ci3725",Twitter for Android,false,false,,,,,,,3,2,,false,es,2017-02-08 16:42:56 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
44,2,1,829314630417785000,"Closest thing to vegan bacon, I reckon. https://t.co/yrH5HGaqqJ",Twitter for Android,false,false,,,,,,,1,1,,false,en,2017-02-08 13:03:10 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
48,2,1,829256411305673000,@BeccaMG De 4 UC para que sea 42×6=252 palíndromo...,Twitter for Android,false,false,,,,,,,0,0,,false,es,2017-02-08 09:11:49 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
50,2,1,829017925013094000,"I can see for miles, The Who #ost #ci3725",Twitter Web Client,false,false,,,,,,,0,0,,false,en,2017-02-07 17:24:10 +0000,2017-02-14 23:28:53 +0000,2017-02-14 23:28:53 +0000
54,2,1,828998769324720000,"@apostols Nació en los 90, dice que bash es «obsoleto» y zsh es «pretencioso». Kids these days...",Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-07 16:08:03 +0000,2017-02-14 23:28:54 +0000,2017-02-14 23:28:53 +0000
